ts_ns,session_vwap,rolling_vwap,running_high,running_low,dist_from_high
1754092800000000000,21000.66,nan,21001.939999999999,20999.09,0.34736842105209409
1754092860000000000,21000.66,nan,21004.16,20998.75,0.94085027726437753
1754092920000000000,20999.983237154494,nan,21004.16,20996.470000000001,0.97529258777649896
1754092980000000000,20998.616827873117,nan,21004.16,20991.700000000001,0.92536115569820576
1754093040000000000,20996.813819840369,nan,21004.16,20986.950000000001,0.68332364904119669
1754093100000000000,20996.655766314969,nan,21004.16,20986.950000000001,0.39337594421852295
1754093160000000000,20996.856488305573,nan,21004.16,20986.950000000001,0.40615920976188002
1754093220000000000,20996.766947914388,nan,21004.16,20986.950000000001,0.43927948866947664
1754093280000000000,20996.828343393699,nan,21004.16,20986.950000000001,0.44857640906458779
1754093340000000000,20996.822258624972,nan,21004.16,20986.950000000001,0.47646717024992119
1754093400000000000,20996.828670097202,nan,21004.16,20986.950000000001,0.37245787332947006
1754093460000000000,20996.825399143305,nan,21004.16,20986.950000000001,0.42242882045327168
1754093520000000000,20996.912045067857,nan,21004.16,20986.950000000001,0.1754793724579076
1754093580000000000,20997.107472070478,nan,21004.16,20986.950000000001,0.3771063335271313
1754093640000000000,20997.027251616106,nan,21004.16,20986.950000000001,0.42126670540385636
1754093700000000000,20997.190235357495,nan,21004.16,20986.950000000001,0.24230098779770282
1754093760000000000,20997.599889951096,nan,21004.16,20986.950000000001,0.098198721673374553
1754093820000000000,20997.85058142223,nan,21005.32,20986.950000000001,0.34948285247678879
1754093880000000000,20997.890024071563,nan,21005.32,20986.950000000001,0.23353293413179702
1754093940000000000,20997.954006956363,20997.954006956363,21005.32,20986.950000000001,0.4442025040827603
1754094000000000000,20997.891909051163,20997.845513715383,21005.32,20986.950000000001,0.4768644529122964
1754094060000000000,20997.764531412733,20997.574880098,21005.32,20986.950000000001,0.50952640174203057
1754094120000000000,20997.570185066128,20997.380871078483,21005.32,20986.950000000001,0.56124115405562769
1754094180000000000,20997.44771792254,20997.327109653717,21005.32,20986.950000000001,0.69025585193255279
1754094240000000000,20997.351150293576,20997.428326645928,21005.32,20986.950000000001,0.59009254218839124
1754094300000000000,20997.227749952643,20997.326254332307,21005.32,20986.950000000001,0.63473053892218301
1754094360000000000,20997.115157012679,20997.179022247154,21005.32,20986.950000000001,0.71965160587925403
1754094420000000000,20996.894635337234,20996.930122356451,21005.32,20986.950000000001,0.61350027218296466
1754094480000000000,20996.864845022767,20996.87601509213,21005.32,20986.950000000001,0.56505171475240035
1754094540000000000,20996.849845550812,20996.859582145684,21005.32,20986.950000000001,0.33968426782788835
1754094600000000000,20996.911427744122,20996.945721722423,21005.32,20986.950000000001,0.44365813826902051
1754094660000000000,20996.914024049936,20996.959464553129,21005.32,20986.950000000001,0.45672291780075575
1754094720000000000,20996.921042145816,20996.925819071617,21005.32,20986.950000000001,0.47359825802946165
1754094780000000000,20996.848818683637,20996.703469332744,21005.32,20986.950000000001,0.58845944474697387
1754094840000000000,20996.819360850357,20996.689605027332,21005.32,20986.950000000001,0.57430593358736293
1754094900000000000,20996.770793670392,20996.49431632425,21005.32,20986.950000000001,0.47958628198158942
1754094960000000000,20996.759289865164,20996.099843321943,21005.32,20986.950000000001,0.61077844311386975
1754095020000000000,20996.733268449956,20995.743999712002,21005.32,20986.950000000001,0.53293413173660398
1754095080000000000,20996.68583634176,20995.566392465225,21005.32,20986.950000000001,0.67555797495920211
1754095140000000000,20996.587885441331,20995.304807710716,21005.32,20986.950000000001,0.58573761567768079
1754095200000000000,20996.542642562581,20995.136791650548,21005.32,20986.950000000001,0.6804572672836523
1754095260000000000,20996.352473743533,20994.755256869244,21005.32,20986.950000000001,0.76918889493749598
1754095320000000000,20996.169182754387,20994.48272434805,21005.32,20986.950000000001,0.69515514425700298
1754095380000000000,20996.094048126688,20994.446948543293,21005.32,20986.950000000001,0.5155144256941584
1754095440000000000,20996.086110569398,20994.502997237174,21005.32,20986.950000000001,0.59771366358193645
1754095500000000000,20996.011114237281,20994.454055444137,21005.32,20986.950000000001,0.66303756124120672
1754095560000000000,20996.006773105128,20994.601908964876,21005.32,20986.950000000001,0.37942297223742788
1754095620000000000,20996.046936480194,20994.880294079081,21005.32,20986.950000000001,0.40391943385948098
1754095680000000000,20996.10976521768,20995.123112927307,21005.32,20986.950000000001,0.38867719107239052
1754095740000000000,20996.211150854746,20995.333496427411,21005.32,20986.950000000001,0.26401741970597786
1754095800000000000,20996.296835649635,20995.42722691752,21005.32,20986.950000000001,0.25802939575385003
1754095860000000000,20996.411947978937,20995.721427376709,21005.32,20986.950000000001,0.34240609689718138
1754095920000000000,20996.446573855319,20995.795369031235,21005.32,20986.950000000001,0.24442025040817703
1754095980000000000,20996.475924040184,20995.912146150822,21005.32,20986.950000000001,0.2346216657594746
1754096040000000000,20996.597117070127,20996.264192308205,21005.32,20986.950000000001,0.20195971692974049
1754096100000000000,20996.680602719345,20996.535194540666,21005.32,20986.950000000001,0.16004354926504374
1754096160000000000,20996.699116755077,20996.600471660338,21005.32,20986.950000000001,0.30103429504622442
1754096220000000000,20996.81422360097,20996.941760302485,21005.619999999999,20986.950000000001,0.24692019282276451
1754096280000000000,20996.848061066852,20997.105646026866,21005.619999999999,20986.950000000001,0.18050348152111925
1754096340000000000,20996.939705068322,20997.540040398566,21005.619999999999,20986.950000000001,0.23245848955546605
1754096400000000000,20997.026366212685,20997.838527973945,21005.619999999999,20986.950000000001,0.33851098018212639
1754096460000000000,20997.078673874475,20998.331563713393,21005.619999999999,20986.950000000001,0.33369041242636027
1754096520000000000,20997.091841994636,20998.801713724231,21005.619999999999,20986.950000000001,0.41242635243714237
1754096580000000000,20997.109123361861,20999.125528778615,21005.619999999999,20986.950000000001,0.34172469201917394
1754096640000000000,20997.097998144658,20999.059476868297,21005.619999999999,20986.950000000001,0.55436529191213246
1754096700000000000,20997.071546644609,20999.212114251157,21005.619999999999,20986.950000000001,0.59882163899310858
1754096760000000000,20997.003025132544,20999.153836740999,21005.619999999999,20986.950000000001,0.80503481521158227
1754096820000000000,20996.91427542597,20998.772614607169,21005.619999999999,20986.950000000001,0.76379217996784854
1754096880000000000,20996.85002745864,20998.542772304118,21005.619999999999,20986.799999999999,0.61530286928790046
1754096940000000000,20996.806134769038,20998.21737558976,21005.619999999999,20986.799999999999,0.5940488841658057
1754097000000000000,20996.746272236269,20997.829761967554,21005.619999999999,20986.799999999999,0.6137088204037966
1754097060000000000,20996.731153921759,20997.552678383294,21005.619999999999,20986.799999999999,0.42029755579170969
1754097120000000000,20996.736069393311,20997.507338145486,21005.619999999999,20986.799999999999,0.3182784272049976
1754097180000000000,20996.747393614343,20997.47317270709,21005.619999999999,20986.799999999999,0.44633368756630964
1754097240000000000,20996.728924118655,20997.08823841971,21005.619999999999,20986.799999999999,0.47396386822520681
1754097300000000000,20996.720773698264,20996.83711466175,21005.619999999999,20986.799999999999,0.51912858661002059
1754097360000000000,20996.674775326166,20996.608767413651,21005.619999999999,20986.799999999999,0.698193411264592
1754097420000000000,20996.608063774296,20996.028805215294,21005.619999999999,20986.799999999999,0.57385759829965144
1754097480000000000,20996.58458526749,20995.844389859893,21005.619999999999,20986.799999999999,0.61424017003176679
1754097540000000000,20996.576460574004,20995.492754464125,21005.619999999999,20986.799999999999,0.59723698193401364
1754097600000000000,20996.551612229567,20995.031880963601,21005.619999999999,20986.799999999999,0.73166843783212798
1754097660000000000,20996.441166771885,20994.361328915013,21005.619999999999,20986.799999999999,0.87194473963868802
1754097720000000000,20996.373292367127,20993.940909187291,21005.619999999999,20983.380000000001,0.95008992805752324
1754097780000000000,20996.302159359711,20993.537768375791,21005.619999999999,20979.810000000001,0.94846958543207172
1754097840000000000,20996.188753129623,20992.974112441632,21005.619999999999,20975.669999999998,0.78096828046740729
1754097900000000000,20995.948947302099,20991.978402585657,21005.619999999999,20975.669999999998,0.84307178631049706
1754097960000000000,20995.795800463107,20991.410669949411,21005.619999999999,20975.669999999998,0.83439065108505361
1754098020000000000,20995.511942265206,20990.464353520336,21005.619999999999,20975,0.87426518615288462
1754098080000000000,20995.175668098385,20989.267380687026,21005.619999999999,20973.709999999999,0.98809150736443052
1754098140000000000,20994.809050325584,20987.760315204119,21005.619999999999,20972.049999999999,0.92165624069106222
1754098200000000000,20994.685233236607,20986.82779362096,21005.619999999999,20972.049999999999,0.90735775990465861
1754098260000000000,20994.572715829639,20986.236651939602,21005.619999999999,20972.049999999999,0.93357164134645265
1754098320000000000,20994.432124670748,20985.590409569908,21005.619999999999,20972.049999999999,0.90437890974086521
1754098380000000000,20994.383944618912,20985.079640155451,21005.619999999999,20972.049999999999,0.89425081918381577
1754098440000000000,20994.183937119837,20983.660988945452,21005.619999999999,20972.049999999999,0.86207923741432657
1754098500000000000,20994.113098708229,20983.236738171774,21005.619999999999,20972.049999999999,0.83586535597253242
1754098560000000000,20993.875950741127,20981.831289435006,21005.619999999999,20972.049999999999,0.80250223413759081
1754098620000000000,20993.611313330439,20980.633350298496,21005.619999999999,20972.049999999999,0.78254393803993638
1754098680000000000,20993.429850104818,20979.971779939769,21005.619999999999,20972.049999999999,0.78284182305627237
1754098740000000000,20993.369311307702,20979.766509213907,21005.619999999999,20972.049999999999,0.83765266607087352
1754098800000000000,20993.284556269886,20979.113750115564,21005.619999999999,20972.049999999999,0.93297587131367232
1754098860000000000,20993.03413382257,20977.551461292263,21005.619999999999,20969.25,0.86692328842451793
1754098920000000000,20992.86398448758,20977.052199794685,21005.619999999999,20969.25,0.88149573824576766
1754098980000000000,20992.534130866894,20976.558766942733,21005.619999999999,20969.25,0.92906241407748646
1754099040000000000,20992.21249115665,20976.103363321061,21005.619999999999,20968.549999999999,0.9398435392500788
1754099100000000000,20992.046212885198,20975.616501793058,21005.619999999999,20968.549999999999,0.99730240086317279
1754099160000000000,20991.826002701222,20975.045410891988,21005.619999999999,20965.630000000001,0.97049262315578022
1754099220000000000,20991.62824161183,20974.429924632794,21005.619999999999,20965.220000000001,0.99628712871292513
1754099280000000000,20991.490831799478,20974.055342908934,21005.619999999999,20965.220000000001,0.99678217821788639
1754099340000000000,20991.210321272796,20973.493572384315,21005.619999999999,20962.169999999998,0.88446490218641305
1754099400000000000,20991.050637282537,20973.171753560753,21005.619999999999,20961.919999999998,0.91464530892441331
1754099460000000000,20990.812106431189,20972.851265668956,21005.619999999999,20961.919999999998,0.82242562929057417
1754099520000000000,20990.576301392797,20972.507413655345,21005.619999999999,20961.919999999998,0.8295194508009015
1754099580000000000,20990.37638097844,20972.246173497606,21005.619999999999,20961.919999999998,0.91144164759719559
1754099640000000000,20990.061377561742,20971.574393796047,21005.619999999999,20960.779999999999,0.85570918822477382
1754099700000000000,20989.809430999885,20971.218952285111,21005.619999999999,20960.779999999999,0.84032114183764872
1754099760000000000,20989.670018662888,20970.593143100072,21005.619999999999,20960.779999999999,0.83987511150757654
1754099820000000000,20989.435853655574,20969.660461257212,21005.619999999999,20960.779999999999,0.8813559322033967
1754099880000000000,20989.391975248382,20969.097120194372,21005.619999999999,20960.779999999999,0.88693131132917724
1754099940000000000,20989.191585099099,20968.743290471852,21005.619999999999,20960.779999999999,0.8829170383586088
1754100000000000000,20989.08702513147,20968.582283035517,21005.619999999999,20960.779999999999,0.82024977698480639
1754100060000000000,20988.996973406138,20968.320232244048,21005.619999999999,20960.779999999999,0.82270294380016273
1754100120000000000,20988.859740562879,20968.044059605931,21005.619999999999,20960.779999999999,0.83987511150757654
1754100180000000000,20988.664147047155,20967.658141164957,21005.619999999999,20960.779999999999,0.81199821587867382
1754100240000000000,20988.575250331432,20967.314374135494,21005.619999999999,20960.779999999999,0.80820695807310095
1754100300000000000,20988.541512934313,20967.240898004005,21005.619999999999,20960.779999999999,0.76917930419263714
1754100360000000000,20988.360084786837,20967.440387466639,21005.619999999999,20960.779999999999,0.77564674397856204
1754100420000000000,20988.240766647876,20967.751716931947,21005.619999999999,20960.779999999999,0.74776984834965943
1754100480000000000,20988.180769770504,20967.996813562368,21005.619999999999,20960.779999999999,0.69357716324706609
1754100540000000000,20988.070670844223,20968.379737323346,21005.619999999999,20960.779999999999,0.81445138269403028
1754100600000000000,20987.975239270774,20968.465666426629,21005.619999999999,20960.779999999999,0.83652988403207573
1754100660000000000,20987.781968341569,20968.247711917331,21005.619999999999,20960.779999999999,0.93041926851020051
